item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,new_item_type,outlet_years
FDZ31,15.35,Regular,0.10766843,Fruits and Vegetables,189.7504,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.8211436,Food,4
FDA13,15.85,Low Fat,0.07526937,Canned,39.9506,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.5807242,Food,28
FDU08,10.3,Low Fat,0.026926883,Fruits and Vegetables,101.2042,OUT013,1987,High,Tier 3,Supermarket Type1,5.9834747,Food,26
FDU15,13.65,Regular,0.026254406,Meat,35.1532,OUT046,1997,Small,Tier 1,Supermarket Type1,6.6732607,Food,16
FDD45,8.615,Low Fat,0.10995424,Fruits and Vegetables,95.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,7.916357,Food,9
FDY50,5.8,Low Fat,0.12329793,Dairy,87.8172,OUT045,2002,Small,Tier 2,Supermarket Type1,6.9759808,Food,11
FDD08,8.3,Low Fat,0.034796834,Fruits and Vegetables,36.2506,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.727328,Food,14
NCE30,16.0,Low Fat,0.09078045,Household,210.4902,OUT045,2002,Small,Tier 2,Supermarket Type1,8.191638,Non-Consumables,11
FDB05,5.155,Low Fat,0.080037504,Frozen Foods,247.2776,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.690182,Food,14
FDS09,8.895,Regular,0.07812049,Snack Foods,49.8008,OUT045,2002,Small,Tier 2,Supermarket Type1,6.9684896,Food,11
FDZ07,15.1,Regular,0.079842746,Fruits and Vegetables,63.7194,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.216876,Food,4
FDS57,15.5,Low Fat,0.0984169,Snack Foods,144.847,OUT035,2004,Small,Tier 2,Supermarket Type1,7.4487786,Food,9
FDX28,6.325,Low Fat,0.11839444,Frozen Foods,100.9042,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.6417027,Food,4
FDN56,5.46,Regular,0.17180252,Fruits and Vegetables,145.8786,OUT019,1985,Small,Tier 1,Grocery Store,5.666279,Food,28
FDX44,9.3,Low Fat,0.04206131,Fruits and Vegetables,89.3172,OUT035,2004,Small,Tier 2,Supermarket Type1,7.626568,Food,9
NCF19,13.0,Low Fat,0.034342214,Household,49.0034,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.716907,Non-Consumables,28
NCA17,20.6,Low Fat,0.04459396,Health and Hygiene,149.2392,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.300717,Non-Consumables,4
FDY40,15.5,Regular,0.08234927,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1,6.669888,Food,16
NCX54,9.195,Low Fat,0.04693204,Household,105.6622,OUT035,2004,Small,Tier 2,Supermarket Type1,7.4347267,Non-Consumables,9
FDK28,5.695,Low Fat,0.063528545,Frozen Foods,258.2646,OUT046,1997,Small,Tier 1,Supermarket Type1,8.596181,Food,16
FDI32,17.7,Low Fat,0.16001548,Fruits and Vegetables,113.2834,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.384111,Food,28
FDT11,5.94,Regular,0.029065495,Breads,188.0556,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.844579,Food,4
FDO32,6.36,Low Fat,0.11442224,Fruits and Vegetables,45.906,OUT017,2007,Small,Tier 2,Supermarket Type1,7.019783,Food,6
DRJ01,6.135,Low Fat,0.10838376,Soft Drinks,160.9236,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.721229,Drinks,28
FDW02,4.805,Regular,0.03548685,Dairy,123.9704,OUT045,2002,Small,Tier 2,Supermarket Type1,7.720048,Food,11
NCK30,14.85,Low Fat,0.05914383,Household,254.8698,OUT013,1987,High,Tier 3,Supermarket Type1,8.480473,Non-Consumables,26
NCM43,14.5,Low Fat,0.019272257,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,7.6594415,Non-Consumables,26
FDJ14,10.3,Regular,0.048857283,Canned,77.896,OUT046,1997,Small,Tier 1,Supermarket Type1,7.1533146,Food,16
FDE59,12.15,Low Fat,0.06041381,Starchy Foods,37.9532,OUT035,2004,Small,Tier 2,Supermarket Type1,6.9834156,Food,9
FDN10,11.5,Low Fat,0.045181133,Snack Foods,120.3124,OUT045,2002,Small,Tier 2,Supermarket Type1,6.161312,Food,11
NCC18,19.1,Low Fat,0.1631982,Household,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,7.452647,Non-Consumables,16
FDN34,15.6,Regular,0.077078894,Snack Foods,168.7132,OUT019,1985,Small,Tier 1,Grocery Store,5.8237157,Food,28
FDU12,15.5,Regular,0.07330589,Baking Goods,265.1568,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.65409,Food,4
FDR33,7.31,Low Fat,0.026436396,Snack Foods,110.357,OUT046,1997,Small,Tier 1,Supermarket Type1,8.066475,Food,16
FDP33,18.7,Low Fat,0.08544161,Snack Foods,257.3672,OUT013,1987,High,Tier 3,Supermarket Type1,7.623318,Food,26
FDT49,7.0,Low Fat,0.14087401,Canned,107.028,OUT013,1987,High,Tier 3,Supermarket Type1,7.964245,Food,26
FDK02,12.5,Low Fat,0.106343135,Canned,121.144,OUT035,2004,Small,Tier 2,Supermarket Type1,7.2710977,Food,9
NCM07,9.395,Low Fat,0.03918402,Others,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,6.038954,Non-Consumables,16
FDX38,10.5,Regular,0.0470811,Dairy,45.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,6.354807,Food,16
FDS56,5.785,Regular,0.0628537,Fruits and Vegetables,262.1252,OUT010,1998,Small,Tier 3,Grocery Store,6.668197,Food,15
FDU26,16.7,Regular,0.04179933,Dairy,120.7782,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.977844,Food,14
FDR16,5.845,Regular,0.100009374,Frozen Foods,214.4218,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.583551,Food,14
FDA58,9.395,Low Fat,0.09871459,Snack Foods,235.8932,OUT046,1997,Small,Tier 1,Supermarket Type1,6.8488255,Food,16
FDI26,5.94,Low Fat,0.034429304,Canned,179.8344,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.1301312,Food,4
FDU36,6.15,Low Fat,0.045224003,Baking Goods,97.8384,OUT035,2004,Small,Tier 2,Supermarket Type1,7.6349688,Food,9
FDG60,20.35,Low Fat,0.058917988,Baking Goods,234.2616,OUT035,2004,Small,Tier 2,Supermarket Type1,8.452598,Food,9
FDH14,17.1,Regular,0.07543017,Canned,141.8838,OUT010,1998,Small,Tier 3,Grocery Store,5.6382394,Food,15
FDQ37,20.75,Low Fat,0.08510227,Breakfast,192.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.980129,Food,28
FDW23,5.765,Low Fat,0.07875946,Baking Goods,36.7164,OUT013,1987,High,Tier 3,Supermarket Type1,6.7447195,Food,26
FDM03,12.65,Low Fat,0.11665058,Meat,107.7938,OUT017,2007,Small,Tier 2,Supermarket Type1,7.719161,Food,6
FDB58,10.5,Regular,0.0133951185,Snack Foods,140.0154,OUT013,1987,High,Tier 3,Supermarket Type1,8.045568,Food,26
FDR09,18.25,Low Fat,0.074791946,Snack Foods,260.2962,OUT013,1987,High,Tier 3,Supermarket Type1,6.9431076,Food,26
FDR48,11.65,Low Fat,0.104146145,Baking Goods,149.8024,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.5074863,Food,4
FDZ52,19.2,Low Fat,0.09537792,Frozen Foods,110.2886,OUT046,1997,Small,Tier 1,Supermarket Type1,6.657138,Food,16
DRD60,15.7,Low Fat,0.03661154,Soft Drinks,182.7634,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.147145,Drinks,14
FDJ14,10.3,Regular,0.0488176,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,5.479338,Food,26
NCY29,13.65,Low Fat,0.074396744,Health and Hygiene,56.893,OUT046,1997,Small,Tier 1,Supermarket Type1,7.0804076,Non-Consumables,16
NCP41,16.6,Low Fat,0.01606744,Health and Hygiene,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,6.878055,Non-Consumables,26
FDK46,9.6,Low Fat,0.05028597,Snack Foods,258.462,OUT045,2002,Small,Tier 2,Supermarket Type1,8.449753,Food,11
FDI48,11.85,Regular,0.05417756,Baking Goods,50.5666,OUT013,1987,High,Tier 3,Supermarket Type1,6.827411,Food,26
FDX48,17.75,Regular,0.06422923,Baking Goods,154.1656,OUT019,1985,Small,Tier 1,Grocery Store,6.4262657,Food,28
NCI29,8.6,Low Fat,0.032149874,Health and Hygiene,141.2154,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.5639644,Non-Consumables,14
FDL51,20.7,Regular,0.046398133,Dairy,213.9876,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6703706,Food,16
FDU21,11.8,Regular,0.07432277,Snack Foods,35.7558,OUT017,2007,Small,Tier 2,Supermarket Type1,6.358273,Food,6
FDA08,11.85,Regular,0.084058605,Fruits and Vegetables,162.5526,OUT019,1985,Small,Tier 1,Grocery Store,5.7957697,Food,28
FDK03,12.6,Regular,0.071596265,Dairy,255.9356,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.483093,Food,4
DRH39,20.7,Low Fat,0.08877461,Dairy,77.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.705462,Drinks,14
NCR18,15.85,Low Fat,0.020362355,Household,41.6112,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.5438766,Non-Consumables,4
NCX42,6.36,Low Fat,0.005960794,Household,163.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,7.0485325,Non-Consumables,16
FDR15,9.3,Regular,0.032941405,Meat,156.6314,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.123714,Food,14
FDN60,15.1,Low Fat,0.15410168,Baking Goods,157.6604,OUT019,1985,Small,Tier 1,Grocery Store,5.7586517,Food,28
FDH24,20.7,Low Fat,0.02132339,Baking Goods,157.0288,OUT017,2007,Small,Tier 2,Supermarket Type1,8.001505,Food,6
FDY50,5.8,Low Fat,0.122502245,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.101992,Food,28
FDT26,18.85,Regular,0.06584312,Dairy,120.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.494241,Food,14
NCC30,16.6,Low Fat,0.027200665,Household,176.6344,OUT035,2004,Small,Tier 2,Supermarket Type1,7.892271,Non-Consumables,9
NCE43,12.5,Low Fat,0.09843463,Household,170.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,8.505708,Non-Consumables,16
DRK39,7.02,Low Fat,0.039077654,Dairy,83.825,OUT017,2007,Small,Tier 2,Supermarket Type1,7.254761,Drinks,6
FDL16,12.85,Low Fat,0.15556055,Frozen Foods,45.906,OUT013,1987,High,Tier 3,Supermarket Type1,6.786168,Food,26
FDQ36,7.855,Regular,0.1503195,Baking Goods,36.2848,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.052573,Food,4
FDS34,19.35,Regular,0.0739422,Snack Foods,113.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,7.373955,Food,9
FDN32,17.5,Low Fat,0.01547162,Fruits and Vegetables,184.8266,OUT045,2002,Small,Tier 2,Supermarket Type1,7.9253016,Food,11
FDZ23,17.75,Regular,0.065450326,Baking Goods,187.624,OUT045,2002,Small,Tier 2,Supermarket Type1,7.307465,Food,11
DRL49,13.15,Low Fat,0.054977417,Soft Drinks,143.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.7509694,Drinks,14
FDG33,5.365,Regular,0.13121575,Seafood,173.7764,OUT035,2004,Small,Tier 2,Supermarket Type1,8.442031,Food,9
FDG04,13.1,Low Fat,0.006056628,Frozen Foods,187.5898,OUT045,2002,Small,Tier 2,Supermarket Type1,7.796538,Food,11
FDR04,7.075,Low Fat,0.022360863,Frozen Foods,97.0068,OUT045,2002,Small,Tier 2,Supermarket Type1,7.5725727,Food,11
FDF52,9.3,Low Fat,0.064636014,Frozen Foods,180.5292,OUT035,2004,Small,Tier 2,Supermarket Type1,7.691269,Food,9
FDT36,12.3,Low Fat,0.1707978,Baking Goods,37.2874,OUT010,1998,Small,Tier 3,Grocery Store,5.1729636,Food,15
FDH17,16.2,Regular,0.016502563,Frozen Foods,95.8726,OUT013,1987,High,Tier 3,Supermarket Type1,6.981562,Food,26
NCL42,18.85,Low Fat,0.039797436,Household,244.0144,OUT017,2007,Small,Tier 2,Supermarket Type1,8.636811,Non-Consumables,6
DRN35,8.01,Low Fat,0.06815735,Hard Drinks,34.2532,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.1471677,Drinks,4
FDL21,15.85,Regular,0.012434816,Snack Foods,38.748,OUT019,1985,Small,Tier 1,Grocery Store,4.380726,Food,28
FDX07,19.2,Regular,0.022551615,Fruits and Vegetables,183.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.428881,Food,28
FDW16,17.35,Regular,0.04063724,Frozen Foods,93.0804,OUT046,1997,Small,Tier 1,Supermarket Type1,6.7177124,Food,16
FDS11,7.05,Regular,0.053815104,Breads,222.5088,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.876081,Food,28
NCZ54,14.65,Low Fat,0.08038016,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.862991,Non-Consumables,4
FDH32,12.8,Low Fat,0.07329289,Fruits and Vegetables,96.541,OUT035,2004,Small,Tier 2,Supermarket Type1,8.233529,Food,9
NCQ17,10.3,Low Fat,0.110079035,Health and Hygiene,158.363,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.310916,Non-Consumables,28
FDK38,6.65,Low Fat,0.051908955,Canned,147.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,7.6394634,Food,9
NCF55,6.675,Low Fat,0.021417309,Household,35.6874,OUT013,1987,High,Tier 3,Supermarket Type1,6.859363,Non-Consumables,26
FDW39,6.69,Regular,0.036390517,Meat,176.837,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.252405,Food,4
FDX36,9.695,Regular,0.2026203,Baking Goods,223.1404,OUT019,1985,Small,Tier 1,Grocery Store,6.109427,Food,28
FDD47,7.6,Regular,0.13339351,Starchy Foods,171.7448,OUT045,2002,Small,Tier 2,Supermarket Type1,8.396508,Food,11
FDQ46,7.51,Low Fat,0.09869231,Snack Foods,110.6544,OUT013,1987,High,Tier 3,Supermarket Type1,7.550411,Food,26
FDE56,17.25,Regular,0.1470609,Fruits and Vegetables,62.4194,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.7367516,Food,28
FDY39,5.305,Regular,0.07912645,Meat,185.7608,OUT019,1985,Small,Tier 1,Grocery Store,7.2930765,Food,28
FDG05,11.0,Regular,0.08420065,Frozen Foods,156.863,OUT046,1997,Small,Tier 1,Supermarket Type1,7.9972587,Food,16
NCR54,16.35,Low Fat,0.1471802,Household,194.711,OUT019,1985,Small,Tier 1,Grocery Store,5.2802095,Non-Consumables,28
FDX57,17.25,Regular,0.046366993,Snack Foods,95.8068,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.14179,Food,4
FDC17,12.15,Low Fat,0.015268695,Frozen Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.177618,Food,28
DRL60,8.52,Low Fat,0.04628937,Soft Drinks,150.6682,OUT019,1985,Small,Tier 1,Grocery Store,6.1255684,Drinks,28
FDO32,6.36,Low Fat,0.11372441,Fruits and Vegetables,45.406,OUT013,1987,High,Tier 3,Supermarket Type1,7.019783,Food,26
NCO29,11.15,Low Fat,0.03172088,Health and Hygiene,163.2526,OUT013,1987,High,Tier 3,Supermarket Type1,7.299847,Non-Consumables,26
FDJ36,14.5,Regular,0.12012604,Baking Goods,104.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.8490624,Food,28
NCF54,18.0,Low Fat,0.04638073,Household,170.5422,OUT045,2002,Small,Tier 2,Supermarket Type1,8.040434,Non-Consumables,11
FDV04,7.825,Regular,0.13975053,Frozen Foods,158.8288,OUT035,2004,Small,Tier 2,Supermarket Type1,7.2542906,Food,9
NCK30,14.85,Low Fat,0.09718625,Household,254.2698,OUT010,1998,Small,Tier 3,Grocery Store,7.4819436,Non-Consumables,15
FDX09,9.0,Low Fat,0.10817529,Snack Foods,174.937,OUT019,1985,Small,Tier 1,Grocery Store,5.1729636,Food,28
FDH53,20.5,Regular,0.019002069,Frozen Foods,83.7592,OUT013,1987,High,Tier 3,Supermarket Type1,7.246729,Food,26
FDT22,10.395,Low Fat,0.10645202,Snack Foods,60.622,OUT045,2002,Small,Tier 2,Supermarket Type1,6.6579933,Food,11
DRF25,9.0,Low Fat,0.06593107,Soft Drinks,36.019,OUT019,1985,Small,Tier 1,Grocery Store,4.2937145,Drinks,28
FDG56,13.3,Regular,0.0691505,Fruits and Vegetables,60.8536,OUT045,2002,Small,Tier 2,Supermarket Type1,6.823073,Food,11
FDG38,8.975,Regular,0.051143393,Canned,83.6224,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.158836,Food,28
FDS34,19.35,Regular,0.074100226,Snack Foods,114.8518,OUT045,2002,Small,Tier 2,Supermarket Type1,7.442948,Food,11
FDP44,16.5,Regular,0.076810576,Fruits and Vegetables,102.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.4634,Food,14
FDW03,5.63,Regular,0.024225043,Meat,102.8306,OUT013,1987,High,Tier 3,Supermarket Type1,7.593919,Food,26
FDU25,12.35,Low Fat,0.026437381,Canned,58.9246,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.831731,Food,4
NCR17,9.8,Low Fat,0.024139062,Health and Hygiene,116.4492,OUT045,2002,Small,Tier 2,Supermarket Type1,7.930343,Non-Consumables,11
FDY39,5.305,Regular,0.046139292,Meat,181.9608,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.7785845,Food,4
FDA03,18.5,Regular,0.044528197,Dairy,146.3102,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.201181,Food,14
FDG58,10.695,Regular,0.07679687,Snack Foods,156.1972,OUT046,1997,Small,Tier 1,Supermarket Type1,7.533462,Food,16
NCB19,6.525,Low Fat,0.08691729,Household,86.4882,OUT017,2007,Small,Tier 2,Supermarket Type1,7.3974853,Non-Consumables,6
FDI07,12.35,Regular,0.033254247,Meat,198.1426,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.231405,Food,14
NCS06,7.935,Low Fat,0.031237721,Household,261.091,OUT035,2004,Small,Tier 2,Supermarket Type1,7.7693443,Non-Consumables,9
FDX03,15.85,Regular,0.09736456,Meat,47.1744,OUT010,1998,Small,Tier 3,Grocery Store,4.505889,Food,15
NCK29,5.615,Low Fat,0.085531406,Health and Hygiene,121.973,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8093224,Non-Consumables,16
FDH16,10.5,Low Fat,0.05117932,Frozen Foods,90.783,OUT013,1987,High,Tier 3,Supermarket Type1,7.137566,Food,26
FDA55,17.2,Regular,0.0551632,Fruits and Vegetables,223.8088,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.629221,Food,28
FDS20,8.85,Low Fat,0.052545637,Fruits and Vegetables,182.7292,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.502199,Food,14
FDS31,13.1,Regular,0.043243736,Fruits and Vegetables,180.3318,OUT046,1997,Small,Tier 1,Supermarket Type1,7.760302,Food,16
FDA23,9.8,Low Fat,0.04588932,Baking Goods,101.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.752609,Food,28
NCU18,15.1,Low Fat,0.05432671,Household,140.2496,OUT035,2004,Small,Tier 2,Supermarket Type1,7.8942595,Non-Consumables,9
FDE11,17.7,Regular,0.12661816,Starchy Foods,184.4924,OUT013,1987,High,Tier 3,Supermarket Type1,8.054069,Food,26
FDE44,14.65,Low Fat,0.12863006,Fruits and Vegetables,49.7692,OUT045,2002,Small,Tier 2,Supermarket Type1,6.7305126,Food,11
FDV51,16.35,Low Fat,0.032020714,Meat,165.7842,OUT046,1997,Small,Tier 1,Supermarket Type1,7.8832755,Food,16
FDK51,19.85,Low Fat,0.0052509443,Dairy,264.5884,OUT017,2007,Small,Tier 2,Supermarket Type1,8.670729,Food,6
FDR36,6.715,Regular,0.11496392,Baking Goods,43.5454,OUT045,2002,Small,Tier 2,Supermarket Type1,6.732101,Food,11
FDU40,20.85,Low Fat,0.036721416,Frozen Foods,192.5478,OUT046,1997,Small,Tier 1,Supermarket Type1,7.9746075,Food,16
FDU37,9.5,Regular,0.09894186,Canned,79.796,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.3125515,Food,28
FDV47,17.1,Low Fat,0.052746553,Breads,85.3566,OUT013,1987,High,Tier 3,Supermarket Type1,7.4819436,Food,26
FDF04,17.5,Low Fat,0.023596115,Frozen Foods,258.6304,OUT019,1985,Small,Tier 1,Grocery Store,6.2473865,Food,28
FDX16,17.85,Low Fat,0.063723445,Frozen Foods,147.805,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5742836,Food,9
NCL05,19.6,Low Fat,0.04674789,Health and Hygiene,45.077,OUT013,1987,High,Tier 3,Supermarket Type1,6.4066787,Non-Consumables,26
NCL30,18.1,Low Fat,0.047554575,Household,125.9336,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.876081,Non-Consumables,28
NCR06,12.5,Low Fat,0.0067423685,Household,41.7112,OUT046,1997,Small,Tier 1,Supermarket Type1,5.949342,Non-Consumables,16
FDX03,15.85,Regular,0.059419077,Meat,45.6744,OUT045,2002,Small,Tier 2,Supermarket Type1,6.451799,Food,11
FDR32,6.78,Regular,0.06568624,Fruits and Vegetables,227.4694,OUT046,1997,Small,Tier 1,Supermarket Type1,8.070022,Food,16
FDX04,19.6,Regular,0.04072314,Frozen Foods,47.6376,OUT035,2004,Small,Tier 2,Supermarket Type1,5.81581,Food,9
DRH01,17.5,Low Fat,0.09390721,Soft Drinks,171.7738,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7968116,Drinks,6
FDO57,20.75,Low Fat,0.103396155,Snack Foods,160.9578,OUT045,2002,Small,Tier 2,Supermarket Type1,7.2752557,Food,11
FDD11,12.85,Low Fat,0.030013524,Starchy Foods,254.704,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.018312,Food,28
DRM47,9.3,Low Fat,0.07072709,Hard Drinks,189.1846,OUT010,1998,Small,Tier 3,Grocery Store,5.9458632,Drinks,15
NCC54,17.75,Low Fat,0.093210205,Health and Hygiene,242.4196,OUT035,2004,Small,Tier 2,Supermarket Type1,8.620373,Non-Consumables,9
FDC45,17.0,Low Fat,0.12746423,Fruits and Vegetables,171.5106,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.3395348,Food,14
FDW46,13.0,Regular,0.11608303,Snack Foods,63.6484,OUT019,1985,Small,Tier 1,Grocery Store,4.1782017,Food,28
FDP40,4.555,Regular,0.033752497,Frozen Foods,110.1544,OUT013,1987,High,Tier 3,Supermarket Type1,7.115093,Food,26
FDM08,10.1,Regular,0.08589231,Fruits and Vegetables,225.5088,OUT010,1998,Small,Tier 3,Grocery Store,7.2021046,Food,15
FDV52,20.7,Regular,0.114854,Frozen Foods,119.7466,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.602597,Food,14
DRB24,8.785,Low Fat,0.020409264,Soft Drinks,153.0656,OUT045,2002,Small,Tier 2,Supermarket Type1,8.335809,Drinks,11
NCC54,17.75,Low Fat,0.151474,Health and Hygiene,239.3196,OUT010,1998,Small,Tier 3,Grocery Store,6.5834904,Non-Consumables,15
FDV38,19.25,Low Fat,0.1639818,Dairy,54.9956,OUT019,1985,Small,Tier 1,Grocery Store,4.6931005,Food,28
FDB36,5.465,Regular,0.047480356,Baking Goods,129.2626,OUT045,2002,Small,Tier 2,Supermarket Type1,7.179023,Food,11
DRH51,17.6,Low Fat,0.15718634,Dairy,89.5856,OUT019,1985,Small,Tier 1,Grocery Store,5.1691833,Drinks,28
FDV45,16.75,Low Fat,0.043853514,Snack Foods,187.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.924021,Food,28
NCL29,9.695,Low Fat,0.107407324,Health and Hygiene,156.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.3680897,Non-Consumables,28
FDU14,17.75,Low Fat,0.05653987,Dairy,249.575,OUT010,1998,Small,Tier 3,Grocery Store,6.2133074,Food,15
FDH17,16.2,Regular,0.016513096,Frozen Foods,97.4726,OUT035,2004,Small,Tier 2,Supermarket Type1,7.0685735,Food,9
FDQ15,20.35,Regular,0.14067012,Meat,79.2276,OUT035,2004,Small,Tier 2,Supermarket Type1,6.4766965,Food,9
FDZ44,8.185,Low Fat,0.038208786,Fruits and Vegetables,115.4808,OUT017,2007,Small,Tier 2,Supermarket Type1,6.709628,Food,6
FDM32,20.5,Low Fat,0.02047786,Fruits and Vegetables,88.183,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.5779505,Food,4
NCP29,8.42,Low Fat,0.10638479,Health and Hygiene,64.3168,OUT035,2004,Small,Tier 2,Supermarket Type1,6.5554776,Non-Consumables,9
FDG53,10.0,Low Fat,0.045084562,Frozen Foods,141.818,OUT017,2007,Small,Tier 2,Supermarket Type1,6.732101,Food,6
FDT25,7.5,Low Fat,0.04970186,Canned,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.852692,Food,4
FDM39,6.42,Low Fat,0.05184428,Dairy,177.6002,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.038093,Food,28
FDW35,10.6,Low Fat,0.011050432,Breads,43.8454,OUT045,2002,Small,Tier 2,Supermarket Type1,6.5089574,Food,11
FDD10,20.6,Regular,0.07420651,Snack Foods,177.2344,OUT010,1998,Small,Tier 3,Grocery Store,6.7936587,Food,15
FDH08,7.51,Low Fat,0.017195977,Fruits and Vegetables,230.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.572272,Food,28
DRG37,16.2,Low Fat,0.019270498,Soft Drinks,153.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.1279964,Drinks,4
FDU01,20.25,Regular,0.011990941,Canned,183.5924,OUT017,2007,Small,Tier 2,Supermarket Type1,7.7858043,Food,6
NCZ17,12.15,Low Fat,0.076734364,Health and Hygiene,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.201235,Non-Consumables,4
FDU34,18.25,Low Fat,0.07216325,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.407862,Food,28
FDB16,8.21,Low Fat,0.043937735,Dairy,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,7.0333805,Food,9
FDG10,6.63,Regular,0.01814453,Snack Foods,57.7588,OUT010,1998,Small,Tier 3,Grocery Store,4.047581,Food,15
FDH46,6.935,Regular,0.040419925,Snack Foods,101.8332,OUT013,1987,High,Tier 3,Supermarket Type1,7.721229,Food,26
FDC16,11.5,Regular,0.0202635,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.8280644,Food,28
FDH50,15.0,Regular,0.1496304,Canned,185.8266,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5198364,Food,9
NCZ18,7.825,Low Fat,0.17064352,Household,255.4698,OUT046,1997,Small,Tier 1,Supermarket Type1,8.531766,Non-Consumables,16
FDJ32,10.695,Low Fat,0.05618404,Fruits and Vegetables,61.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,6.0609326,Food,16
DRI23,18.85,Low Fat,0.10842784,Hard Drinks,162.0578,OUT035,2004,Small,Tier 2,Supermarket Type1,8.073763,Drinks,9
DRD01,12.1,Regular,0.059466913,Soft Drinks,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,5.957985,Drinks,14
